year,state,county,FIPS,candidate,party,candidatevotes,totalvotes,relative_votes
2016,Arkansas,Calhoun,5013,Hillary Clinton,democrat,639.0,2269,29.11161731207289
2016,Arkansas,Calhoun,5013,Donald Trump,republican,1556.0,2269,70.88838268792709
2016,Arkansas,Carroll,5015,Hillary Clinton,democrat,3342.0,10758,32.997630331753555
2016,Arkansas,Carroll,5015,Donald Trump,republican,6786.0,10758,67.00236966824644
2016,Arkansas,Chicot,5017,Hillary Clinton,democrat,2350.0,4176,57.79636005902607
2016,Arkansas,Chicot,5017,Donald Trump,republican,1716.0,4176,42.20363994097393
2016,Arkansas,Clark,5019,Hillary Clinton,democrat,3620.0,8526,45.11465603190429
2016,Arkansas,Clark,5019,Donald Trump,republican,4404.0,8526,54.88534396809571
2016,Arkansas,Clay,5021,Hillary Clinton,democrat,1199.0,5200,24.076305220883533
2016,Arkansas,Clay,5021,Donald Trump,republican,3781.0,5200,75.92369477911645
2016,Arkansas,Cleburne,5023,Hillary Clinton,democrat,2101.0,12085,18.17631282982957
2016,Arkansas,Cleburne,5023,Donald Trump,republican,9458.0,12085,81.82368717017044
2016,Arkansas,Cleveland,5025,Hillary Clinton,democrat,723.0,3354,22.700156985871267
2016,Arkansas,Cleveland,5025,Donald Trump,republican,2462.0,3354,77.29984301412873
2016,Arkansas,Columbia,5027,Hillary Clinton,democrat,3140.0,8887,36.52861796184272
2016,Arkansas,Columbia,5027,Donald Trump,republican,5456.0,8887,63.47138203815728
2016,Arkansas,Conway,5029,Hillary Clinton,democrat,2656.0,7927,35.38974017321785
2016,Arkansas,Conway,5029,Donald Trump,republican,4849.0,7927,64.61025982678214
2016,Arkansas,Craighead,5031,Hillary Clinton,democrat,10538.0,35573,31.522584504935693
2016,Arkansas,Craighead,5031,Donald Trump,republican,22892.0,35573,68.47741549506429
2016,Arkansas,Crawford,5033,Hillary Clinton,democrat,4488.0,22450,21.195806177387357
2016,Arkansas,Crawford,5033,Donald Trump,republican,16686.0,22450,78.80419382261263
2016,Arkansas,Crittenden,5035,Hillary Clinton,democrat,8410.0,15952,54.70274489397684
2016,Arkansas,Crittenden,5035,Donald Trump,republican,6964.0,15952,45.29725510602316
2016,Arkansas,Cross,5037,Hillary Clinton,democrat,1999.0,6874,30.36609448579675
2016,Arkansas,Cross,5037,Donald Trump,republican,4584.0,6874,69.63390551420325
2016,Arkansas,Dallas,5039,Hillary Clinton,democrat,1165.0,2771,43.56768885564697
2016,Arkansas,Dallas,5039,Donald Trump,republican,1509.0,2771,56.43231114435303
2016,Arkansas,Desha,5041,Hillary Clinton,democrat,2228.0,4257,53.72558476006752
2016,Arkansas,Desha,5041,Donald Trump,republican,1919.0,4257,46.27441523993248
2016,Arkansas,Drew,5043,Hillary Clinton,democrat,2365.0,6595,37.34407074056529
2016,Arkansas,Drew,5043,Donald Trump,republican,3968.0,6595,62.65592925943471
2016,Arkansas,Faulkner,5045,Hillary Clinton,democrat,14629.0,47527,33.26662876634451
2016,Arkansas,Faulkner,5045,Donald Trump,republican,29346.0,47527,66.73337123365549
2016,Arkansas,Franklin,5047,Hillary Clinton,democrat,1376.0,6770,21.449727201870612
2016,Arkansas,Franklin,5047,Donald Trump,republican,5039.0,6770,78.55027279812938
2016,Arkansas,Fulton,5049,Hillary Clinton,democrat,1067.0,4772,23.512560599382983
2016,Arkansas,Fulton,5049,Donald Trump,republican,3471.0,4772,76.48743940061699
2016,Arkansas,Garland,5051,Hillary Clinton,democrat,12311.0,40805,32.06156570654721
2016,Arkansas,Garland,5051,Donald Trump,republican,26087.0,40805,67.93843429345279
2016,Arkansas,Grant,5053,Hillary Clinton,democrat,1373.0,7445,19.343477035784726
2016,Arkansas,Grant,5053,Donald Trump,republican,5725.0,7445,80.65652296421527
2016,Arkansas,Greene,5055,Hillary Clinton,democrat,3071.0,14600,22.26814589224857
2016,Arkansas,Greene,5055,Donald Trump,republican,10720.0,14600,77.73185410775143
2016,Arkansas,Hempstead,5057,Hillary Clinton,democrat,2377.0,7049,35.06934198878725
2016,Arkansas,Hempstead,5057,Donald Trump,republican,4401.0,7049,64.93065801121274
2016,Arkansas,Hot Spring,5059,Hillary Clinton,democrat,3149.0,11944,27.81556399611342
2016,Arkansas,Hot Spring,5059,Donald Trump,republican,8172.0,11944,72.18443600388659
2016,Arkansas,Howard,5061,Hillary Clinton,democrat,1351.0,4674,29.968944099378877
2016,Arkansas,Howard,5061,Donald Trump,republican,3157.0,4674,70.03105590062111
2016,Arkansas,Independence,5063,Hillary Clinton,democrat,2881.0,13614,22.47795896075525
2016,Arkansas,Independence,5063,Donald Trump,republican,9936.0,13614,77.52204103924474
2016,Arkansas,Izard,5065,Hillary Clinton,democrat,1113.0,5448,21.590688651794373
2016,Arkansas,Izard,5065,Donald Trump,republican,4042.0,5448,78.40931134820562
2016,Arkansas,Jackson,5067,Hillary Clinton,democrat,1583.0,5156,32.639175257731964
2016,Arkansas,Jackson,5067,Donald Trump,republican,3267.0,5156,67.36082474226804
2016,Arkansas,Jefferson,5069,Hillary Clinton,democrat,15772.0,25894,63.03253137239229
2016,Arkansas,Jefferson,5069,Donald Trump,republican,9250.0,25894,36.967468627607715
2016,Arkansas,Johnson,5071,Hillary Clinton,democrat,2427.0,9112,28.492603897628552
2016,Arkansas,Johnson,5071,Donald Trump,republican,6091.0,9112,71.50739610237143
2016,Arkansas,Lafayette,5073,Hillary Clinton,democrat,1032.0,2860,36.98924731182796
2016,Arkansas,Lafayette,5073,Donald Trump,republican,1758.0,2860,63.01075268817203
2016,Arkansas,Lawrence,5075,Hillary Clinton,democrat,1263.0,5685,23.70940491834053
2016,Arkansas,Lawrence,5075,Donald Trump,republican,4064.0,5685,76.29059508165949
2016,Arkansas,Lee,5077,Hillary Clinton,democrat,1735.0,3026,58.535762483130895
2016,Arkansas,Lee,5077,Donald Trump,republican,1229.0,3026,41.464237516869105
2016,Arkansas,Lincoln,5079,Hillary Clinton,democrat,1252.0,3826,33.77394119233882
2016,Arkansas,Lincoln,5079,Donald Trump,republican,2455.0,3826,66.22605880766118
2016,Arkansas,Little River,5081,Hillary Clinton,democrat,1397.0,5227,27.928828468612558
2016,Arkansas,Little River,5081,Donald Trump,republican,3605.0,5227,72.07117153138745
2016,Arkansas,Logan,5083,Hillary Clinton,democrat,1715.0,7921,22.98619488004289
2016,Arkansas,Logan,5083,Donald Trump,republican,5746.0,7921,77.01380511995711
2016,Arkansas,Lonoke,5085,Hillary Clinton,democrat,5664.0,27100,22.106002653969245
2016,Arkansas,Lonoke,5085,Donald Trump,republican,19958.0,27100,77.89399734603077
2016,Arkansas,Madison,5087,Hillary Clinton,democrat,1588.0,6841,24.37077961939841
2016,Arkansas,Madison,5087,Donald Trump,republican,4928.0,6841,75.6292203806016
2016,Arkansas,Marion,5089,Hillary Clinton,democrat,1434.0,7107,21.18168389955687
2016,Arkansas,Marion,5089,Donald Trump,republican,5336.0,7107,78.81831610044313
2016,Arkansas,Miller,5091,Hillary Clinton,democrat,4273.0,16091,27.449091025888094
2016,Arkansas,Miller,5091,Donald Trump,republican,11294.0,16091,72.5509089741119
2016,Arkansas,Mississippi,5093,Hillary Clinton,democrat,5670.0,13204,44.53695703401147
2016,Arkansas,Mississippi,5093,Donald Trump,republican,7061.0,13204,55.46304296598854
2016,Arkansas,Monroe,5095,Hillary Clinton,democrat,1312.0,2884,46.84041413780793
2016,Arkansas,Monroe,5095,Donald Trump,republican,1489.0,2884,53.15958586219208
2016,Arkansas,Montgomery,5097,Hillary Clinton,democrat,748.0,3559,22.05838985549985
2016,Arkansas,Montgomery,5097,Donald Trump,republican,2643.0,3559,77.94161014450016
2016,Arkansas,Nevada,5099,Hillary Clinton,democrat,1157.0,3246,36.648717136522016
2016,Arkansas,Nevada,5099,Donald Trump,republican,2000.0,3246,63.35128286347798
2016,Arkansas,Newton,5101,Hillary Clinton,democrat,699.0,3753,19.557918298824845
2016,Arkansas,Newton,5101,Donald Trump,republican,2875.0,3753,80.44208170117516
2016,Arkansas,Ouachita,5103,Hillary Clinton,democrat,4321.0,9935,44.67535153019024
2016,Arkansas,Ouachita,5103,Donald Trump,republican,5351.0,9935,55.32464846980976
2016,Arkansas,Perry,5105,Hillary Clinton,democrat,1049.0,4306,25.856544244515646
2016,Arkansas,Perry,5105,Donald Trump,republican,3008.0,4306,74.14345575548434
2016,Arkansas,Phillips,5107,Hillary Clinton,democrat,4310.0,6953,63.7951450562463
2016,Arkansas,Phillips,5107,Donald Trump,republican,2446.0,6953,36.2048549437537
2016,Arkansas,Pike,5109,Hillary Clinton,democrat,685.0,3981,17.86179921773142
2016,Arkansas,Pike,5109,Donald Trump,republican,3150.0,3981,82.13820078226858
2016,Arkansas,Poinsett,5111,Hillary Clinton,democrat,1880.0,7722,25.467353020861555
2016,Arkansas,Poinsett,5111,Donald Trump,republican,5502.0,7722,74.53264697913845
2016,Arkansas,Polk,5113,Hillary Clinton,democrat,1212.0,8231,15.478927203065133
2016,Arkansas,Polk,5113,Donald Trump,republican,6618.0,8231,84.52107279693486
2016,Arkansas,Pope,5115,Hillary Clinton,democrat,5000.0,22569,23.52277004140008
2016,Arkansas,Pope,5115,Donald Trump,republican,16256.0,22569,76.47722995859992
2016,Arkansas,Prairie,5117,Hillary Clinton,democrat,814.0,3444,24.525459475745702
2016,Arkansas,Prairie,5117,Donald Trump,republican,2505.0,3444,75.4745405242543
2016,Arkansas,Pulaski,5119,Hillary Clinton,democrat,89574.0,159776,59.386996041927716
2016,Arkansas,Pulaski,5119,Donald Trump,republican,61257.0,159776,40.613003958072284
2016,Arkansas,Randolph,5121,Hillary Clinton,democrat,1425.0,6379,24.014155712841248
2016,Arkansas,Randolph,5121,Donald Trump,republican,4509.0,6379,75.98584428715874
2016,Arkansas,St. Francis,5123,Hillary Clinton,democrat,4031.0,7430,55.7846664821478
2016,Arkansas,St. Francis,5123,Donald Trump,republican,3195.0,7430,44.2153335178522
2016,Arkansas,Saline,5125,Hillary Clinton,democrat,13256.0,52100,26.98752010423665
2016,Arkansas,Saline,5125,Donald Trump,republican,35863.0,52100,73.01247989576333
2016,Arkansas,Scott,5127,Hillary Clinton,democrat,602.0,3510,18.061806180618067
2016,Arkansas,Scott,5127,Donald Trump,republican,2731.0,3510,81.93819381938194
2016,Arkansas,Searcy,5129,Hillary Clinton,democrat,601.0,3728,16.901012373453323
2016,Arkansas,Searcy,5129,Donald Trump,republican,2955.0,3728,83.09898762654669
2016,Arkansas,Sebastian,5131,Hillary Clinton,democrat,12300.0,44637,29.690781374465928
2016,Arkansas,Sebastian,5131,Donald Trump,republican,29127.0,44637,70.30921862553407
2016,Arkansas,Sevier,5133,Hillary Clinton,democrat,1075.0,4562,24.672940096396605
2016,Arkansas,Sevier,5133,Donald Trump,republican,3282.0,4562,75.32705990360341
2016,Arkansas,Sharp,5135,Hillary Clinton,democrat,1472.0,7249,21.398459078354414
2016,Arkansas,Sharp,5135,Donald Trump,republican,5407.0,7249,78.6015409216456
2016,Arkansas,Stone,5137,Hillary Clinton,democrat,1203.0,5618,22.629796839729124
2016,Arkansas,Stone,5137,Donald Trump,republican,4113.0,5618,77.37020316027088
2016,Arkansas,Union,5139,Hillary Clinton,democrat,5855.0,16894,35.89602109006192
2016,Arkansas,Union,5139,Donald Trump,republican,10456.0,16894,64.10397890993808
2016,Arkansas,Van Buren,5141,Hillary Clinton,democrat,1549.0,7339,22.348867407300528
2016,Arkansas,Van Buren,5141,Donald Trump,republican,5382.0,7339,77.65113259269947
2016,Arkansas,Washington,5143,Hillary Clinton,democrat,33366.0,81861,44.58191924320569
2016,Arkansas,Washington,5143,Donald Trump,republican,41476.0,81861,55.41808075679431
2016,Arkansas,White,5145,Hillary Clinton,democrat,5170.0,27219,19.697489236865167
2016,Arkansas,White,5145,Donald Trump,republican,21077.0,27219,80.30251076313483
2016,Arkansas,Woodruff,5147,Hillary Clinton,democrat,1118.0,2571,45.35496957403651
2016,Arkansas,Woodruff,5147,Donald Trump,republican,1347.0,2571,54.64503042596349
2016,Arkansas,Yell,5149,Hillary Clinton,democrat,1480.0,6439,24.310118265440213
2016,Arkansas,Yell,5149,Donald Trump,republican,4608.0,6439,75.68988173455979
2016,California,Alameda,6001,Hillary Clinton,democrat,514842.0,654266,84.29475214649194
2016,California,Alameda,6001,Donald Trump,republican,95922.0,654266,15.705247853508064
2016,California,Alpine,6003,Hillary Clinton,democrat,334.0,602,60.61705989110708
